source_ip,destination_ip,protocol,bytes_sent,bytes_received,timestamp
128.187.239.63/11,53.34.249.232/10,LLDP,7621,5903,1728259200000
237.101.109.194/15,250.109.60.173/21,IP-in-IP,11348,3681,1728259200000
134.93.189.216/31,100.144.122.214/14,TFTP,11020,9300,1728259200000
162.255.206.161/8,57.15.135.3/5,NFS,4925,12625,1728259200000
58.68.196.57/13,151.224.138.92/25,GRE,8158,8767,1728259200000
166.2.38.156/29,87.5.136.30/4,SIP,729,12758,1728259200000
63.53.102.71/31,167.107.88.138/16,SMB,8679,12152,1728259200000
102.64.177.189/29,226.208.157.35/4,ESP,13244,7817,1728259200000
114.0.233.146/30,102.143.246.156/21,LLDP,8188,2734,1728259200000
122.33.123.139/8,123.155.6.230/21,RDP,6700,1053,1728259200000
132.56.122.151/22,9.167.73.125/22,SMTP,11416,5061,1728259200000
68.171.178.140/15,247.164.167.229/12,CIFS,4658,4351,1728259200000
68.128.243.109/21,147.100.57.254/23,UDP,11265,442,1728259200000
117.196.111.176/9,136.146.70.170/16,PIM,8779,8598,1728259200000
165.14.166.72/31,89.168.155.16/22,BGP,2240,8406,1728259200000
8.90.117.130/31,66.30.0.85/23,DHCP,2188,4503,1728259200000
172.14.227.39/22,48.86.89.84/6,IS-IS,10370,4030,1728259200000
244.1.208.213/4,236.181.165.241/22,L2TP,8186,1765,1728259200000
177.14.116.189/16,133.78.133.95/24,BGP,13257,4502,1728259200000
237.73.230.163/17,187.151.136.188/23,GTP,14421,41,1728259200000
160.181.191.50/22,197.92.81.95/28,HTTP,4946,8401,1728259200000
88.230.91.23/7,40.83.220.199/6,FTP,8696,9532,1728259200000
116.83.159.45/28,62.116.229.5/15,VTP,10841,10124,1728259200000
134.17.10.91/17,45.0.3.242/7,STP,9091,1342,1728259200000
143.214.81.39/1,134.34.75.151/12,L2TP,6498,14710,1728259200000
91.81.86.224/3,51.3.85.237/24,LLDP,8274,1771,1728259200000
217.222.236.219/21,216.12.211.85/18,DHCP,8699,5327,1728259200000
17.8.15.174/20,184.155.190.149/22,ARP,6709,5235,1728259200000
110.203.141.20/7,206.90.5.136/12,GTP,13683,4795,1728259200000
125.253.198.78/29,56.44.70.220/19,SCTP,10761,2310,1728259200000
47.220.160.184/22,83.219.243.96/9,NFS,8674,7246,1728259200000
203.94.154.173/31,135.56.110.80/9,HTTP,8212,8872,1728259200000
228.58.99.34/19,36.229.32.40/22,UDP,656,4967,1728259200000
40.172.232.209/19,142.186.211.234/22,TCP,4804,10497,1728259200000
225.100.237.33/15,95.174.198.244/24,RTSP,333,1426,1728259200000
121.105.114.147/25,171.85.73.170/6,EIGRP,6416,14444,1728259200000
241.240.187.113/15,115.150.66.176/29,PPTP,12961,10489,1728259200000
255.127.205.213/14,99.165.160.147/5,IMAP,13346,11250,1728259200000
105.33.54.175/6,68.114.72.231/7,L2TP,347,13413,1728259200000
228.127.91.117/21,179.181.214.66/14,IS-IS,3586,7265,1728259200000
187.24.55.54/20,163.1.177.185/1,CDP,3561,11725,1728259200000
182.210.177.170/20,74.146.208.112/26,L2TP,10433,8308,1728259200000
142.114.179.177/4,67.188.21.120/4,SNMP,3627,1724,1728259200000
20.182.188.23/31,79.95.34.132/27,SIP,4367,8842,1728259200000
61.187.235.225/9,169.24.81.137/21,TFTP,1924,7814,1728259200000
114.95.186.114/21,20.160.10.109/5,VTP,10653,2639,1728259200000
84.216.243.8/10,226.56.219.4/17,PPP,14235,9384,1728259200000
237.241.94.122/11,37.105.102.143/6,OSPF,7896,2187,1728259200000
130.218.217.9/6,114.84.122.128/31,SNMP,9664,13115,1728259200000
48.192.11.35/27,137.172.117.41/5,RIP,3199,14188,1728259200000
219.192.56.95/15,58.164.115.29/30,DCCP,14469,11052,1728259200000
191.106.167.210/21,54.94.180.255/23,ESP,7408,6783,1728259200000
16.64.124.112/29,179.172.106.217/23,PPP,13058,10760,1728259200000
204.255.120.117/7,186.104.18.219/7,PPP,408,14202,1728259200000
224.218.78.161/31,234.14.86.215/2,SNMP,14085,13133,1728259200000
162.19.51.37/19,217.134.31.186/4,OSPF,3948,1643,1728259200000
168.13.109.146/26,202.129.222.216/24,CIFS,10138,13102,1728259200000
119.196.177.137/18,105.127.80.239/1,VRRP,2866,12523,1728259200000
83.77.191.11/3,176.199.184.121/12,HTTPS,13077,4858,1728259200000
122.231.33.90/14,189.5.110.81/25,SMB,4328,4824,1728259200000
138.184.209.223/3,140.128.48.27/22,UDP,5708,13808,1728259200000
20.88.168.192/13,30.77.186.187/19,HSRP,10781,6086,1728259200000
78.86.187.197/6,87.76.85.34/8,TFTP,14791,10721,1728259200000
168.174.161.159/27,42.180.5.6/18,RTSP,14161,3205,1728259200000
93.34.0.118/21,28.97.53.134/26,CDP,374,8870,1728259200000
236.237.235.93/9,121.89.199.196/6,LDP,13442,14195,1728259200000
247.14.250.238/31,120.19.110.125/29,CIFS,2372,2120,1728259200000
248.183.93.45/20,139.64.45.20/1,DNS,3086,8193,1728259200000
121.170.67.178/23,228.141.228.184/5,LDAP,1165,955,1728259200000
178.136.142.31/15,240.119.222.25/10,IGMP,14137,11204,1728259200000
1.184.105.99/16,243.114.162.225/16,HDLC,2436,13211,1728259200000
94.159.26.22/11,34.123.1.141/8,SMB,10756,5326,1728259200000
16.136.110.85/17,172.124.90.217/21,L2TP,9057,8260,1728259200000
48.186.249.39/28,139.197.139.63/12,CDP,8452,9965,1728259200000
66.87.95.239/21,110.92.247.25/8,SIP,4730,10596,1728259200000
142.127.61.31/22,33.143.191.54/11,BGP,11195,14336,1728259200000
238.17.212.48/5,194.20.50.118/15,Telnet,3926,7235,1728259200000
117.203.76.68/15,41.236.29.153/31,SIP,3344,2554,1728259200000
118.224.191.189/16,110.118.209.37/17,POP3,2827,12179,1728259200000
33.129.245.11/3,158.151.127.1/12,TFTP,11308,10819,1728259200000
105.143.108.25/14,219.164.86.185/1,NFS,12227,11168,1728259200000
8.23.54.181/16,197.104.64.220/18,TFTP,10503,11041,1728259200000
209.209.214.46/1,160.59.97.5/21,AH,6691,8066,1728259200000
132.16.209.249/6,122.22.146.184/12,SNMP,338,9157,1728259200000
187.160.138.166/29,87.172.138.222/15,IS-IS,3609,6526,1728259200000
12.88.61.128/3,105.203.88.14/22,SIP,9705,8805,1728259200000
73.227.68.148/6,110.154.69.171/20,HTTPS,13316,7899,1728259200000
40.155.180.225/5,43.22.28.31/2,NDP,14721,9211,1728259200000
153.192.108.173/16,253.94.182.106/18,BGP,3543,2080,1728259200000
129.79.141.42/15,53.157.77.13/9,DNS,7187,9251,1728259200000
48.185.64.156/20,52.183.159.46/16,CDP,8683,13181,1728259200000
175.72.13.30/31,184.208.145.238/22,GRE,10376,3097,1728259200000
234.149.23.18/20,172.75.108.53/20,ARP,10183,10360,1728259200000
109.9.25.115/4,241.120.8.10/12,FTP,8570,7261,1728259200000
91.90.12.83/21,19.161.205.184/11,IGMP,3617,11990,1728259200000
28.128.240.76/12,245.92.102.105/18,MPLS,9577,725,1728259200000
112.81.251.197/30,165.29.222.111/26,HSRP,7010,6984,1728259200000
28.239.42.96/26,119.139.80.144/23,SIP,6059,6745,1728259200000
140.253.97.126/10,179.219.13.22/18,IP-in-IP,167,9224,1728259200000
171.83.167.254/3,105.209.141.247/20,RIP,4701,6750,1728259200000
238.89.116.116/14,73.59.231.19/11,L2TP,6557,7167,1728259200000
66.245.150.74/25,200.53.156.66/30,NDP,1072,2403,1728259200000
124.168.240.176/21,139.209.95.19/31,FTP,8886,2817,1728259200000
137.54.58.100/21,192.77.34.142/26,RTP,936,1406,1728259200000
116.34.220.226/19,30.110.10.80/5,RTSP,1199,6039,1728259200000
31.67.130.89/23,171.102.157.159/4,EIGRP,1924,14016,1728259200000
243.100.47.94/3,75.1.37.200/12,SIP,5208,10435,1728259200000
17.243.237.36/27,247.89.25.151/5,LDAP,1899,6272,1728259200000
207.93.211.67/15,131.45.54.146/30,PPP,107,11807,1728259200000
89.184.63.141/5,42.164.112.189/25,RIP,2954,4831,1728259200000
179.40.172.212/7,47.187.147.125/9,GRE,12806,1782,1728259200000
56.138.164.62/3,93.222.101.69/5,GRE,3062,12794,1728259200000
75.32.5.18/11,159.249.12.29/17,MPLS,11801,13445,1728259200000
34.10.36.88/6,189.236.182.78/31,ESP,9964,6158,1728259200000
30.61.213.65/22,207.146.157.16/15,PPTP,14468,6525,1728259200000
23.209.59.73/16,143.158.177.192/22,DNS,14983,5208,1728259200000
30.97.6.19/20,162.242.43.185/22,GTP,11075,2595,1728259200000
48.233.167.173/5,148.95.212.107/5,FTP,12703,1036,1728259200000
183.68.26.58/3,175.53.30.39/10,CIFS,2223,151,1728259200000
80.192.82.19/22,64.26.159.163/25,OSPF,11397,9397,1728259200000
40.250.131.55/20,233.117.104.69/19,NDP,6204,12277,1728259200000
249.55.4.76/29,234.169.109.223/12,CIFS,4053,2109,1728259200000
121.211.35.129/31,46.225.68.192/2,DNS,6322,8206,1728259200000
13.186.254.222/24,193.55.126.29/3,GTP,5995,12665,1728259200000
67.119.155.49/28,56.48.159.25/3,SSH,12150,5466,1728259200000
244.16.65.199/15,26.73.231.118/23,Telnet,11014,12473,1728259200000
71.178.77.160/14,167.78.58.252/26,CIFS,14501,12041,1728259200000
135.178.207.208/16,45.227.72.131/25,AH,1282,11045,1728259200000
150.38.110.52/15,131.16.20.23/22,GTP,11945,6261,1728259200000
131.69.170.220/16,85.40.26.57/24,STP,5779,3684,1728259200000
207.117.91.204/9,11.110.150.128/27,ICMP,3269,1443,1728259200000
17.230.77.223/15,198.194.71.112/14,Telnet,12359,4909,1728259200000
12.78.254.27/31,125.232.143.80/20,STP,3026,5929,1728259200000
41.136.59.9/5,4.61.83.199/10,UDP,13362,285,1728259200000
21.240.45.215/26,94.227.209.25/28,RTSP,7507,11696,1728259200000
64.7.152.41/27,179.234.125.92/20,LDAP,4867,14697,1728259200000
187.99.38.210/29,216.160.183.205/2,ICMP,6976,3117,1728259200000
64.183.96.26/29,56.123.85.235/5,DCCP,6573,9169,1728259200000
81.207.214.218/26,66.159.135.105/23,SMTP,4565,6185,1728259200000
76.220.194.220/12,127.157.173.116/22,RTSP,13485,14880,1728259200000
112.109.8.114/27,207.122.207.25/4,SNMP,10005,6692,1728259200000
248.86.38.126/13,134.108.204.255/20,AH,937,6886,1728259200000
88.240.24.245/21,150.30.108.188/30,EIGRP,1711,9774,1728259200000
227.69.11.172/5,88.70.243.71/23,IMAP,14916,130,1728259200000
156.215.92.203/7,165.240.76.95/25,PIM,4519,8205,1728259200000
12.77.146.59/20,104.73.181.59/25,RSVP,1189,8229,1728259200000
168.201.63.102/26,162.187.7.26/21,VRRP,1877,3150,1728259200000
207.77.138.33/29,133.249.198.141/21,PIM,9184,13248,1728259200000
132.251.178.207/27,48.194.245.151/11,SMTP,474,258,1728259200000
176.149.169.184/26,10.62.18.114/29,CIFS,11427,12830,1728259200000
150.16.107.40/17,2.113.176.22/29,SCTP,355,3046,1728259200000
53.159.67.81/27,1.187.216.188/3,TCP,13098,14558,1728259200000
168.17.137.21/9,221.36.169.55/12,OSPF,1468,13847,1728259200000
254.222.250.214/2,156.63.69.4/2,PPP,9714,5353,1728259200000
17.236.213.67/29,168.216.13.162/25,UDP,3238,14552,1728259200000
208.94.162.9/28,200.33.94.120/25,TFTP,14709,54,1728259200000
74.66.202.160/26,205.27.156.254/20,GTP,3385,3327,1728259200000
37.26.235.159/20,144.52.6.159/2,ARP,8756,3898,1728259200000
188.149.206.215/11,109.133.238.28/27,CIFS,1979,11277,1728259200000
241.182.171.198/3,199.137.224.213/4,IS-IS,652,4286,1728259200000
130.242.169.49/22,79.9.188.187/5,VTP,11880,762,1728259200000
83.236.147.224/7,122.40.240.49/19,ARP,7666,4554,1728259200000
204.197.67.196/18,19.51.3.237/11,GTP,4307,7712,1728259200000
75.217.180.190/4,181.99.142.4/23,SSH,8263,12552,1728259200000
15.49.227.247/2,173.246.242.246/31,SNMP,13666,9955,1728259200000
230.34.53.150/16,233.53.86.135/6,SSH,9440,11615,1728259200000
21.135.47.115/1,250.111.18.220/30,OSPF,8848,5129,1728259200000
59.2.15.147/12,235.20.160.131/22,L2TP,8321,982,1728259200000
244.252.43.238/4,165.39.220.59/28,DHCP,189,1010,1728259200000
182.129.224.59/23,13.83.169.162/9,IP-in-IP,4167,14532,1728259200000
68.63.248.117/8,84.57.133.35/9,RSVP,13245,13754,1728259200000
140.62.203.247/23,1.73.95.116/23,L2TP,1417,6917,1728259200000
86.133.114.0/25,3.90.243.129/5,CDP,1725,5192,1728259200000
175.222.40.104/31,106.79.12.238/6,VRRP,7555,4612,1728259200000
251.158.106.2/6,36.3.4.232/27,RTP,11075,14236,1728259200000
111.177.150.23/8,179.22.120.124/18,LLDP,4861,886,1728259200000
14.222.121.93/14,111.6.117.40/12,VRRP,7894,11039,1728259200000
156.84.164.172/16,46.144.205.73/6,CDP,4668,6497,1728259200000
38.207.108.88/26,127.221.191.194/10,PPP,11185,12986,1728259200000
61.248.162.196/11,3.158.16.124/6,SMB,6075,9357,1728259200000
156.46.150.223/4,238.255.60.150/19,PPP,4923,5157,1728259200000
172.105.178.248/17,159.255.236.16/19,SMTP,3210,10734,1728259200000
196.207.200.209/14,18.190.53.220/13,VRRP,1649,8931,1728259200000
227.248.191.145/14,2.214.45.228/22,BGP,6104,11390,1728259200000
106.157.115.80/27,192.163.19.44/29,SNMP,3780,13899,1728259200000
98.234.3.59/9,77.86.218.238/31,TCP,8416,14086,1728259200000
65.189.156.95/4,100.14.35.53/19,SCTP,518,8681,1728259200000
70.199.37.49/23,109.235.161.71/12,SMB,1655,13787,1728259200000
178.30.131.228/19,208.103.3.42/9,PPTP,6310,6054,1728259200000
130.246.69.18/28,3.66.104.141/1,Telnet,11517,11764,1728259200000
202.201.202.217/25,135.114.164.136/31,RTSP,10588,14459,1728259200000
158.136.63.190/2,216.137.61.76/1,RSVP,12481,1182,1728259200000
152.185.176.62/27,129.255.44.71/7,BGP,2526,1906,1728259200000
220.207.92.239/16,29.75.215.52/9,L2TP,8568,243,1728259200000
28.183.113.54/13,247.145.113.169/6,IP-in-IP,3239,8092,1728259200000
27.34.143.156/16,121.50.53.191/5,SMTP,4866,12216,1728259200000
21.128.155.73/16,196.227.155.94/2,IS-IS,3645,14066,1728259200000
145.243.129.80/4,44.38.160.216/24,SCTP,11523,3154,1728259200000
251.56.190.154/19,141.56.12.45/26,ARP,9464,301,1728259200000
173.216.248.237/9,10.220.182.7/27,PPTP,6316,3711,1728259200000
138.79.165.94/5,42.222.101.7/11,IMAP,11668,1633,1728259200000
187.105.78.104/9,52.189.211.247/8,LDP,1921,12245,1728259200000
48.222.41.126/3,57.108.109.252/19,SMTP,6601,9199,1728259200000
216.29.11.133/28,90.128.36.131/5,AH,6023,4210,1728259200000
231.110.89.99/18,145.134.44.246/23,ARP,5717,6395,1728259200000
242.6.112.53/7,74.81.255.95/25,SSH,916,8933,1728259200000
143.242.4.44/27,133.181.177.77/14,RDP,2250,1619,1728259200000
4.115.166.0/19,0.237.249.7/13,SSH,2761,3536,1728259200000
175.114.218.28/25,108.92.120.251/7,SIP,4471,2377,1728259200000
136.64.117.76/5,159.88.113.156/25,CDP,2968,4051,1728259200000
247.156.210.68/10,208.199.168.173/16,RSVP,588,2849,1728259200000
127.172.110.214/26,190.118.171.137/20,SSH,3098,9987,1728259200000
192.66.250.133/23,90.216.165.178/31,HSRP,13069,12112,1728259200000
229.171.249.38/15,175.66.61.195/13,LDP,4198,6353,1728259200000
235.47.102.224/17,102.222.34.156/12,IGMP,8027,2350,1728259200000
1.209.153.156/24,103.161.150.224/26,CDP,986,2674,1728259200000
251.89.35.209/16,127.151.116.86/17,IMAP,2180,12042,1728259200000
154.110.208.153/10,252.164.111.210/18,UDP,6767,3469,1728259200000
225.129.214.158/30,104.13.71.196/23,IMAP,1936,9779,1728259200000
37.105.26.184/23,228.151.61.146/13,SSH,1324,3614,1728259200000
124.200.152.224/7,235.93.205.42/29,VRRP,609,14087,1728259200000
150.238.81.219/7,179.15.230.120/24,ICMP,9702,12944,1728259200000
89.194.65.43/11,226.2.247.194/13,Telnet,4377,12030,1728259200000
97.153.16.84/22,17.217.122.225/8,VTP,13235,12430,1728259200000
37.59.13.109/21,81.129.86.177/5,HTTPS,10383,10081,1728259200000
21.55.57.19/19,136.166.37.98/20,POP3,3048,3930,1728259200000
82.150.200.119/31,163.60.12.92/23,SNMP,3051,3143,1728259200000
221.89.147.39/11,206.11.177.139/29,RSVP,13821,8877,1728259200000
222.4.34.158/12,148.138.227.220/16,PPTP,2100,2555,1728259200000
150.243.103.111/5,21.103.251.125/20,SMTP,11924,2632,1728259200000
214.172.245.243/30,142.67.117.66/31,GTP,11663,5045,1728259200000
205.86.95.145/1,148.78.145.230/5,LDP,7565,4246,1728259200000
216.171.104.242/23,230.158.79.201/21,HSRP,12377,9426,1728259200000
2.116.251.133/29,246.152.113.131/12,IMAP,7865,3368,1728259200000
185.91.71.230/14,23.142.191.145/12,L2TP,633,12597,1728259200000
132.80.134.45/17,34.193.48.130/14,NDP,11134,11092,1728259200000
34.204.241.100/16,71.220.158.206/31,SMTP,3792,912,1728259200000
159.50.219.191/24,102.37.77.10/21,ICMP,7280,13685,1728259200000
162.70.193.126/1,110.72.173.185/14,RTP,11032,13780,1728259200000
188.21.210.246/18,255.123.151.0/28,GRE,8536,11257,1728259200000
251.212.171.150/9,164.226.99.120/1,FTP,1844,2788,1728259200000
12.190.237.124/26,184.16.166.96/16,SNMP,524,14318,1728259200000
107.171.201.112/17,247.192.184.158/11,CIFS,5199,2332,1728259200000
224.129.42.161/26,32.221.7.193/23,RIP,876,9198,1728259200000
116.46.88.85/24,0.249.10.237/16,IS-IS,3020,8338,1728259200000
238.18.173.219/3,96.11.122.157/18,RTP,2448,14194,1728259200000
159.100.244.157/19,240.199.111.251/10,TCP,847,6176,1728259200000
55.137.25.9/10,75.141.178.229/19,BGP,9320,14099,1728259200000
143.206.217.109/25,140.55.156.13/30,STP,10108,2274,1728259200000
178.118.184.141/10,208.1.146.60/13,SIP,4797,10550,1728259200000
84.129.134.242/8,45.126.1.14/29,TCP,8513,14320,1728259200000
147.104.213.100/28,137.159.114.48/28,NDP,12373,8807,1728259200000
60.109.240.98/18,137.37.151.195/14,ARP,13803,13534,1728259200000
148.129.92.197/5,244.81.54.119/6,RDP,4670,2865,1728259200000
241.162.126.185/22,243.65.43.246/6,OSPF,1063,1315,1728259200000
137.3.60.48/28,140.33.251.214/15,DHCP,14479,578,1728259200000
31.45.173.213/27,55.181.45.2/7,HSRP,9735,14435,1728259200000
9.82.148.78/28,95.57.250.21/9,CIFS,9017,1778,1728259200000
243.105.140.20/26,10.151.253.240/6,IS-IS,13042,10125,1728259200000
158.75.108.15/19,126.80.92.128/24,HDLC,3998,1750,1728259200000
62.146.191.4/30,213.77.109.229/22,DCCP,8017,1329,1728259200000
184.134.181.200/14,15.241.138.251/29,UDP,4170,1721,1728259200000
119.233.101.85/10,246.198.78.228/9,IP-in-IP,7958,8013,1728259200000
132.95.134.203/9,127.65.84.97/13,GRE,10437,13247,1728259200000
177.136.116.126/28,192.164.125.181/1,SCTP,1544,4015,1728259200000
122.59.165.83/25,102.243.183.221/22,RTP,11859,3140,1728259200000
245.85.240.155/14,49.55.16.107/19,RTSP,12034,8804,1728259200000
107.103.24.138/10,251.217.209.169/8,HTTP,7004,3499,1728259200000
202.211.78.102/13,80.41.170.227/8,TCP,1245,2008,1728259200000
109.1.76.14/24,10.34.191.66/5,UDP,4212,5388,1728259200000
109.249.205.223/5,230.37.132.102/12,TFTP,2960,8224,1728259200000
89.59.187.20/29,72.11.166.165/21,HDLC,4248,10714,1728259200000
0.250.125.192/7,175.233.144.235/23,ARP,1356,14898,1728259200000
222.107.151.56/29,12.105.50.29/21,IGMP,12667,11730,1728259200000
165.219.133.152/30,153.112.152.247/26,SMB,2756,3437,1728259200000
139.43.144.62/27,190.136.103.90/16,Telnet,14725,14746,1728259200000
45.236.114.151/29,133.138.121.76/27,LDP,11173,7198,1728259200000
137.94.86.133/29,3.131.69.44/18,SMTP,9432,11931,1728259200000
177.174.157.14/25,60.12.208.114/15,POP3,3803,9953,1728259200000
220.159.206.89/16,228.107.247.126/21,SNMP,13085,4830,1728259200000
97.243.6.162/13,30.50.205.90/25,POP3,208,4314,1728259200000
212.55.25.226/3,157.55.222.228/1,STP,6828,13202,1728259200000
42.88.182.73/9,215.252.14.241/18,GTP,12505,3049,1728259200000
16.245.112.6/7,192.171.248.15/22,SMB,3511,4579,1728259200000
229.32.202.105/3,9.52.193.149/20,IP-in-IP,3215,12960,1728259200000
159.95.47.36/16,63.119.59.79/17,HTTP,13114,8667,1728259200000
37.156.71.29/20,253.237.49.243/16,ARP,14081,14366,1728259200000
230.202.1.234/23,5.156.2.6/26,Telnet,1711,7966,1728259200000
73.145.61.91/31,115.52.48.6/28,NDP,1982,12851,1728259200000
162.83.213.133/27,128.246.88.233/13,MPLS,12722,1121,1728259200000
230.57.20.27/21,201.249.127.15/13,STP,8642,639,1728259200000
104.80.63.52/30,47.108.139.46/30,HSRP,12906,10522,1728259200000
78.58.49.186/28,226.237.186.215/24,NDP,13124,9006,1728259200000
218.72.168.132/23,194.93.100.99/3,GTP,11002,1563,1728259200000
49.179.242.220/7,229.104.116.108/3,IP-in-IP,3908,9232,1728259200000
4.151.167.111/26,94.43.60.174/17,RIP,1802,584,1728259200000
120.167.177.230/24,160.125.102.12/24,PPTP,5483,10459,1728259200000
55.154.118.250/26,35.128.39.243/21,POP3,10096,13736,1728259200000
54.183.125.8/4,255.225.161.108/9,NFS,5375,10454,1728259200000
165.239.49.3/8,192.35.184.190/13,BGP,5939,10597,1728259200000
224.62.47.151/1,55.210.142.239/15,IS-IS,5782,7510,1728259200000
210.112.184.233/8,175.102.137.168/27,VTP,9824,7856,1728259200000
103.34.243.176/14,237.52.104.104/9,IP-in-IP,882,4774,1728259200000
232.122.14.245/19,129.17.202.243/8,NFS,8191,13232,1728259200000
138.164.166.8/30,47.140.23.120/11,CDP,11920,12035,1728259200000
146.118.63.81/22,23.241.187.220/23,CIFS,4299,14353,1728259200000
21.95.146.14/30,112.152.47.6/20,IGMP,13447,9965,1728259200000
103.171.21.193/12,112.146.102.98/6,DCCP,54,7823,1728259200000
129.164.186.115/31,242.169.67.209/28,POP3,8835,594,1728259200000
83.221.202.129/17,179.115.201.205/22,RIP,7974,13401,1728259200000
77.247.184.108/25,33.69.178.232/11,MPLS,13290,2070,1728259200000
183.175.121.16/26,157.161.106.180/6,CDP,3018,10198,1728259200000
110.38.50.241/9,187.152.64.228/14,CIFS,75,5822,1728259200000
180.128.65.196/13,28.24.74.20/24,L2TP,14676,886,1728259200000
88.117.40.167/7,7.66.92.34/16,ARP,3918,11645,1728259200000
76.97.218.177/10,235.210.48.220/9,STP,13847,10834,1728259200000
138.101.52.180/7,174.195.115.175/16,NFS,14370,11769,1728259200000
239.60.222.24/13,230.142.213.102/19,IP-in-IP,8801,11574,1728259200000
107.10.246.35/27,82.204.237.79/12,IMAP,5808,806,1728259200000
225.208.180.144/22,158.95.54.178/30,EIGRP,2838,1638,1728259200000
44.122.210.137/25,107.3.149.230/16,CDP,13044,525,1728259200000
39.22.69.116/22,73.111.215.117/20,LDP,6514,8587,1728259200000
245.89.62.81/5,188.236.146.82/11,HDLC,7907,8500,1728259200000
152.224.151.109/9,138.232.195.82/7,VTP,12886,8602,1728259200000
40.45.115.206/21,40.4.98.26/19,DHCP,10650,11395,1728259200000
134.129.166.141/26,241.212.207.119/10,LLDP,4453,6128,1728259200000
239.237.159.92/5,254.242.132.49/7,RTSP,2056,8151,1728259200000
7.140.173.113/22,78.152.177.78/13,RTP,1034,1185,1728259200000
9.165.240.62/22,183.193.171.66/12,TCP,292,6904,1728259200000
116.30.191.29/10,159.218.155.72/1,HDLC,2476,5697,1728259200000
37.111.249.79/13,219.117.30.219/1,AH,1668,7143,1728259200000
20.220.10.49/15,209.171.28.35/7,RSVP,1416,12488,1728259200000
222.197.224.251/28,254.29.99.74/4,LLDP,14882,359,1728259200000
168.191.37.63/7,227.219.11.31/30,ARP,7890,8271,1728259200000
228.29.77.154/30,8.115.5.160/30,POP3,2368,12834,1728259200000
212.26.56.56/19,250.28.162.143/2,HDLC,1842,12125,1728259200000
223.184.73.171/7,4.9.185.4/31,NDP,3002,2090,1728259200000
52.191.39.106/7,179.86.161.26/26,PPTP,3948,9211,1728259200000
250.43.97.26/18,47.161.178.127/21,TFTP,4973,14931,1728259200000
217.227.251.9/13,219.203.129.97/19,RDP,5000,1052,1728259200000
130.166.154.204/6,148.65.58.244/15,TFTP,578,5551,1728259200000
62.157.20.122/31,191.236.135.225/19,POP3,5418,1656,1728259200000
233.141.221.228/7,128.120.183.52/8,IGMP,10291,12046,1728259200000
48.230.79.166/7,208.157.43.156/11,LLDP,10219,14773,1728259200000
36.112.41.78/28,74.86.253.170/4,MPLS,1725,9195,1728259200000
118.107.40.66/24,90.188.48.150/30,NDP,1496,9903,1728259200000
85.28.211.166/13,254.121.127.218/2,HDLC,217,9231,1728259200000
213.212.184.109/1,57.74.189.204/2,HSRP,8031,1083,1728259200000
248.180.50.162/9,225.33.16.166/13,DCCP,12716,605,1728259200000
31.28.48.226/16,151.148.91.253/21,UDP,8257,8600,1728259200000
192.158.173.75/13,113.238.236.76/29,EIGRP,14982,11081,1728259200000
195.37.254.138/26,222.76.101.127/4,RDP,10079,13708,1728259200000
125.121.72.1/12,217.28.165.94/19,ESP,4678,12305,1728259200000
174.47.198.133/8,218.155.219.213/24,VTP,8734,3320,1728259200000
21.243.100.38/13,76.195.67.227/17,VRRP,11000,2951,1728259200000
54.165.189.219/10,146.80.173.136/12,HDLC,2105,9709,1728259200000
87.211.194.99/23,174.86.217.203/27,SIP,8880,7774,1728259200000
21.213.250.138/25,253.231.15.230/27,LDAP,13965,11357,1728259200000
165.77.110.28/11,19.154.62.188/31,SMTP,5603,14386,1728259200000
144.102.118.2/18,61.89.16.199/14,SIP,3928,7674,1728259200000
211.123.167.158/9,255.118.76.63/30,DNS,5160,10136,1728259200000
120.39.97.229/1,210.179.106.72/15,PPTP,2044,3580,1728259200000
48.88.9.66/30,204.213.250.5/15,RDP,9129,2739,1728259200000
242.101.17.206/23,190.31.119.98/13,PIM,7568,9692,1728259200000
244.240.180.97/6,207.205.106.22/26,RTP,8229,3066,1728259200000
32.10.87.207/4,217.123.196.18/22,ESP,401,6713,1728259200000
212.68.21.147/4,87.88.161.156/25,CIFS,3417,13500,1728259200000
212.66.155.55/8,185.32.194.158/9,FTP,4315,6345,1728259200000
198.252.120.71/23,147.44.167.123/4,ESP,4523,190,1728259200000
133.6.176.12/2,129.191.194.71/3,VRRP,6897,4263,1728259200000
244.164.21.106/16,115.83.224.159/29,VTP,10152,927,1728259200000
51.102.180.109/24,137.21.98.98/17,GRE,5853,3305,1728259200000
60.106.95.252/7,50.242.108.189/23,RIP,10343,12963,1728259200000
168.48.6.232/20,93.145.68.214/3,SIP,12094,7759,1728259200000
79.81.75.89/28,222.63.181.220/6,LDAP,5087,1823,1728259200000
31.92.178.183/3,21.71.6.31/23,STP,6031,11061,1728259200000
139.218.161.53/9,124.238.225.73/26,RDP,1236,2680,1728259200000
13.243.199.122/9,145.175.80.97/8,SIP,12255,7407,1728259200000
191.143.14.159/21,158.238.38.59/21,GRE,3538,6545,1728259200000
182.192.182.133/31,217.94.7.136/7,RDP,528,4318,1728259200000
56.10.118.95/12,79.209.21.26/2,L2TP,11138,2668,1728259200000
65.7.195.215/7,102.247.160.175/10,AH,7080,10272,1728259200000
92.252.180.28/9,71.22.205.23/5,RSVP,3336,5306,1728259200000
